mu,lam,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
0.105966,0.13097,green_club,0.4234,0.2978,0.7212,0.750,7.95001e+08,4.71763e+06,22915.4,1.07618e+09,2.85923e+08,2.28738e+08,5.71846e+07,14498.9,7.29606e+08,18431,36.0688,39554.2,6.53952e+07,7335.13,13.9313,15277.5,0.1119,0.9858,0.0540,0.0394,0.9246,0.0000,0.9800,0.9800
0.134467,0.13097,green_club,0.3398,0.3542,0.6940,0.750,7.38329e+08,4.72541e+06,70189.1,1.07681e+09,3.43272e+08,2.74618e+08,6.86544e+07,13465.4,6.46753e+08,13635.4,34.6812,38032.6,9.1576e+07,8897.71,15.3188,16799,0.0332,0.9735,0.1559,0.2541,0.9800,0.0600,0.9014,0.8344
0.170634,0.13097,transitional,-0.1083,0.6106,0.5023,0.000,4.8808e+08,4.96654e+06,171531,1.10288e+09,6.19941e+08,4.95953e+08,1.23988e+08,8901.42,3.22167e+08,10024.9,25.0937,27518.6,1.65913e+08,6818.26,24.9063,27313,0.3479,0.9239,0.6126,0.5580,0.7626,0.1385,0.5285,0.5796
0.216527,0.13097,race_to_bottom,-0.3835,0.7144,0.3310,0.000,4.01801e+08,5.21659e+06,102634,1.13094e+09,7.34461e+08,5.87569e+08,1.46892e+08,7327.91,2.2285e+08,7574.28,16.55,18149.3,1.78952e+08,5647.46,33.45,36682.4,0.3370,0.9847,0.8960,0.6400,0.7391,0.0059,0.1236,0.4553
0.274765,0.13097,transitional,0.0093,0.5273,0.5367,0.250,5.50558e+08,4.89438e+06,124080,1.0949e+09,5.49363e+08,4.3949e+08,1.09873e+08,10040.9,4.00825e+08,11113,26.85,29444.6,1.49733e+08,7074.59,23.15,25387.1,0.1723,0.9347,0.5773,0.4251,0.8679,0.0818,0.5136,0.6834
0.348666,0.13097,race_to_bottom,-0.2448,0.6448,0.4000,0.250,4.79415e+08,5.14675e+06,73045.1,1.12306e+09,6.48861e+08,5.19089e+08,1.29772e+08,8743.4,3.22671e+08,11355.8,19.9937,21925.8,1.56745e+08,6811.14,30.0063,32905.8,0.5814,0.9477,0.9389,0.1111,0.4934,0.0749,0.0889,0.9426
0.442443,0.13097,transitional,0.0700,0.5040,0.5739,0.250,5.98752e+08,4.83374e+06,105972,1.08817e+09,4.9436e+08,3.95488e+08,9.8872e+07,10919.8,4.653e+08,12416.2,28.6812,31452.8,1.33451e+08,7219.48,21.3188,23378.8,0.2721,0.9832,0.3510,0.4095,0.8443,0.0241,0.7660,0.6613
0.561443,0.13097,race_to_bottom,-0.3062,0.6757,0.3696,0.250,4.32445e+08,5.15748e+06,104796,1.12431e+09,6.97124e+08,5.57699e+08,1.39425e+08,7886.77,2.60068e+08,9494.25,18.4875,20274,1.72376e+08,5968.67,31.5125,34557.7,0.7294,0.9356,0.2289,0.8091,0.2896,0.1089,0.8569,0.2229
0.71245,0.13097,transitional,-0.1015,0.5836,0.4821,0.250,5.00011e+08,4.98633e+06,117605,1.10481e+09,6.09906e+08,4.87925e+08,1.21981e+08,9119.03,3.37256e+08,9492.65,24.0875,26415.2,1.62755e+08,7638.54,25.9125,28416.5,0.5982,0.9513,0.6270,0.1576,0.4909,0.0623,0.4607,0.9145
0.904071,0.13097,race_to_bottom,-0.5256,0.7845,0.2589,0.000,3.3098e+08,5.31485e+06,106218,1.14147e+09,8.15912e+08,6.52729e+08,1.63182e+08,6036.29,1.2984e+08,7709.53,12.9562,14208.3,2.0114e+08,5159.8,37.0438,40623.4,0.7974,0.9697,0.6114,0.7596,0.2274,0.0505,0.4940,0.2637
1.14723,0.13097,race_to_bottom,-0.3581,0.6935,0.3354,0.250,4.23619e+08,5.20427e+06,78068.1,1.12937e+09,7.11029e+08,5.68823e+08,1.42206e+08,7725.81,2.56286e+08,9666.85,16.7688,18389.2,1.67333e+08,6007.8,33.2313,36442.5,0.8112,0.9561,0.1447,0.8620,0.2194,0.0933,0.9153,0.1138
1.45579,0.13097,race_to_bottom,-0.5219,0.7810,0.2590,0.000,3.32306e+08,5.30884e+06,108604,1.14078e+09,8.1389e+08,6.51112e+08,1.62778e+08,6060.48,1.33093e+08,8744.85,12.9375,14187.7,1.99213e+08,5264.45,37.0625,40644,0.9047,0.9768,0.5927,0.6496,0.1129,0.0200,0.5072,0.3961
1.84734,0.13097,race_to_bottom,-0.6328,0.8334,0.2006,0.000,2.90457e+08,5.43614e+06,89253.2,1.15499e+09,8.70055e+08,6.96044e+08,1.74011e+08,5297.25,8.04152e+07,6673.33,10.0062,10973.2,2.10042e+08,4877.37,39.9937,43858.5,0.6863,0.9518,0.8145,0.8810,0.3370,0.0643,0.2537,0.1476
2.3442,0.13097,race_to_bottom,-0.5703,0.7949,0.2245,0.000,3.26412e+08,5.36575e+06,85307.3,1.14723e+09,8.26269e+08,6.61015e+08,1.65254e+08,5952.98,1.29101e+08,8554.5,11.225,12309.7,1.97311e+08,4829.8,38.775,42522,0.9113,0.9588,0.8518,0.4577,0.1299,0.1020,0.1729,0.4934
2.9747,0.13097,race_to_bottom,-0.6101,0.8173,0.2072,0.000,2.94856e+08,5.39663e+06,95084.3,1.15067e+09,8.61309e+08,6.89047e+08,1.72262e+08,5377.48,8.79328e+07,7213.6,10.3438,11343.3,2.06923e+08,4811.03,39.6562,43488.4,0.7784,0.9493,0.7263,0.8153,0.2474,0.0896,0.2851,0.2065
3.77478,0.13097,race_to_bottom,-0.7140,0.8705,0.1565,0.000,2.67678e+08,5.47841e+06,85948.1,1.15969e+09,8.9758e+08,7.18064e+08,1.79516e+08,4881.81,6.18835e+07,7691.74,7.825,8581.15,2.05794e+08,4474.59,42.175,46250.5,0.8233,0.9167,0.8321,0.9097,0.1920,0.0975,0.2140,0.1226
4.79005,0.13097,race_to_bottom,-0.5712,0.8076,0.2363,0.000,3.12199e+08,5.33498e+06,100117,1.14338e+09,8.3662e+08,6.69296e+08,1.67324e+08,5693.78,1.07725e+08,7538.19,11.825,12967.7,2.04474e+08,5016.66,38.175,41864,0.8121,0.9694,0.8007,0.6481,0.1937,0.0835,0.2559,0.4122
6.07839,0.13097,race_to_bottom,-0.7056,0.8695,0.1639,0.000,2.65142e+08,5.4506e+06,85896.2,1.15662e+09,8.97015e+08,7.17612e+08,1.79403e+08,4835.57,5.52998e+07,5128,8.2,8992.39,2.09843e+08,4675.16,41.8,45839.3,0.8856,0.9756,0.7463,0.8705,0.1572,0.0161,0.3242,0.1582
7.71324,0.13097,race_to_bottom,-0.7345,0.8868,0.1523,0.000,2.64476e+08,5.42743e+06,81032.6,1.15417e+09,8.95202e+08,7.16162e+08,1.7904e+08,4823.41,5.78089e+07,7592.5,7.6,8334.41,2.06667e+08,4469.96,42.4,46497.2,0.8779,0.8535,0.9344,0.8815,0.1850,0.1934,0.0511,0.1797
9.7878,0.13097,race_to_bottom,-0.5476,0.7951,0.2476,0.000,3.26974e+08,5.20414e+06,101749,1.12878e+09,8.07113e+08,6.4569e+08,1.61423e+08,5963.24,1.31451e+08,7515.53,12.3625,13557.1,1.95523e+08,5394.43,37.6375,41274.5,0.9409,0.9488,0.8562,0.4346,0.0806,0.0763,0.1745,0.6589
12.4203,0.13097,race_to_bottom,-0.3351,0.6765,0.3414,0.250,4.31711e+08,5.01442e+06,68936.7,1.10744e+09,6.80815e+08,5.44652e+08,1.36163e+08,7873.4,2.44404e+08,8558.08,17.0625,18711.3,1.87307e+08,6639.68,32.9375,36120.4,0.7138,0.8739,0.9131,0.2052,0.3049,0.1121,0.0651,0.8836
15.7609,0.13097,transitional,0.1497,0.3668,0.5165,0.000,6.03325e+08,4.5564e+06,89505.8,1.05595e+09,4.57267e+08,3.65814e+08,9.14534e+07,11003.2,3.77467e+08,12644.5,25.7875,28279.4,2.25858e+08,8820.9,24.2125,26552.2,0.3048,0.5516,0.2319,0.3790,0.6197,0.2437,0.6528,0.5498
20,0.13097,green_club,0.6268,0.1616,0.7884,0.750,8.71132e+08,4.26049e+06,53014,1.02252e+09,1.55704e+08,1.24563e+08,3.11408e+07,15887.4,7.33863e+08,16968,39.4125,43221.1,1.37268e+08,11633.3,10.5875,11610.6,0.1694,0.2223,0.1205,0.1340,0.9008,0.6281,0.7631,0.8614
0.02,0.149884,green_club,0.5245,0.2592,0.7837,0.750,8.26604e+08,4.63985e+06,62968.8,1.06775e+09,2.45848e+08,1.96679e+08,4.91697e+07,15075.3,7.69589e+08,15399.3,39.1812,42967.5,5.70145e+07,7773.43,10.8187,11864.2,0.0648,0.9041,0.0272,0.0406,0.9796,0.1953,0.9800,0.9800
0.0253792,0.149884,green_club,0.9290,0.0500,0.9790,1.000,1.01593e+09,4.38126e+06,22597.5,1.03922e+09,2.7697e+07,2.21576e+07,5.5394e+06,18528.1,1.00654e+09,18752.2,48.9438,53673.3,9.3924e+06,8124.78,1.05625,1158.32,0.0996,0.0388,0.0350,0.0266,0.9759,0.9800,0.9800,0.9800
0.0322052,0.149884,green_club,0.9401,0.0399,0.9800,1.000,1.01973e+09,4.39202e+06,16812.5,1.04058e+09,2.5252e+07,2.02016e+07,5.0504e+06,18597.5,1.01161e+09,18825.9,49,53735,8.12186e+06,7406.18,1,1096.63,0.0308,0.0582,0.0424,0.0281,0.9800,0.9800,0.9800,0.9800
0.0408672,0.149884,green_club,0.4809,0.2720,0.7529,0.750,8.15642e+08,4.69876e+06,36396.2,1.07442e+09,2.63517e+08,2.10813e+08,5.27033e+07,14875.4,7.55165e+08,14722.4,37.6375,41274.5,6.04774e+07,7238.36,12.3625,13557.1,0.0376,0.9438,0.0419,0.0646,0.9800,0.0898,0.9800,0.9616
0.0518589,0.149884,green_club,0.8959,0.0745,0.9704,1.000,9.97107e+08,4.36714e+06,40758.4,1.03744e+09,4.47431e+07,3.57945e+07,8.94862e+06,18184.9,9.82065e+08,18444.3,48.5063,53193.6,1.50418e+07,9066.57,1.49375,1638.1,0.0281,0.2080,0.0381,0.0239,0.9800,0.9417,0.9800,0.9800
0.0658069,0.149884,green_club,0.8389,0.1049,0.9438,0.750,9.6416e+08,4.3938e+06,57283.4,1.04029e+09,8.05834e+07,6.44667e+07,1.61167e+07,17584,9.37074e+08,17997.7,47.1938,51754.2,2.70854e+07,10117.5,2.80625,3077.43,0.0273,0.3543,0.0241,0.0141,0.9800,0.8352,0.9800,0.9800
0.0835064,0.149884,green_club,0.4245,0.3022,0.7267,0.750,7.99557e+08,4.72638e+06,21741.2,1.07717e+09,2.82364e+08,2.25891e+08,5.64727e+07,14582,7.37384e+08,18499.5,36.3375,39848.9,6.21725e+07,7121.52,13.6625,14982.8,0.1039,0.9961,0.0469,0.0619,0.9468,0.0000,0.9800,0.9800
0.105966,0.149884,green_club,0.1802,0.4281,0.6082,0.500,6.69664e+08,4.87519e+06,68504.7,1.0937e+09,4.28975e+08,3.4318e+08,8.57949e+07,12213.1,5.69226e+08,12286.8,30.4125,33351.4,1.00439e+08,6677.86,19.5875,21480.3,0.6727,0.9732,0.0357,0.0307,0.4572,0.0158,0.9800,0.9800
0.134467,0.149884,green_club,0.2850,0.3933,0.6783,0.750,7.23845e+08,4.72557e+06,79501.2,1.07668e+09,3.57645e+08,2.86116e+08,7.15291e+07,13201.2,6.3672e+08,13788.5,33.9188,37196.4,8.71249e+07,7480.4,16.0813,17635.2,0.1517,0.9812,0.3027,0.1375,0.8899,0.0180,0.8484,0.9568
0.170634,0.149884,green_club,0.4432,0.2875,0.7307,0.750,8.06762e+08,4.70837e+06,13601.5,1.07499e+09,2.72947e+08,2.18357e+08,5.45894e+07,14713.4,7.46749e+08,18638.7,36.5312,40061.4,6.00127e+07,7043.22,13.4688,14770.3,0.0633,0.9978,0.0392,0.0497,0.9704,0.0000,0.9800,0.9722
0.216527,0.149884,green_club,0.0736,0.4852,0.5588,0.500,6.1283e+08,4.88794e+06,86400.4,1.09462e+09,4.86762e+08,3.8941e+08,9.73525e+07,11176.6,4.92896e+08,12687.2,27.9312,30630.3,1.19934e+08,6620.87,22.0688,24201.3,0.6760,0.9856,0.0579,0.2212,0.3989,0.0200,0.9800,0.8362
0.274765,0.149884,race_to_bottom,-0.2573,0.6560,0.3987,0.250,4.56934e+08,5.15254e+06,98990.3,1.12385e+09,6.72164e+08,5.37731e+08,1.34433e+08,8333.4,2.96218e+08,9720.52,19.9312,21857.3,1.60716e+08,7070.44,30.0688,32974.4,0.1295,0.9336,0.9268,0.6342,0.9349,0.0779,0.0938,0.4884
0.348666,0.149884,race_to_bottom,-0.0895,0.5866,0.4971,0.250,4.98791e+08,4.95884e+06,144901,1.10186e+09,6.08172e+08,4.86537e+08,1.21634e+08,9096.76,3.30855e+08,10852,24.8625,27265,1.67935e+08,6781.98,25.1375,27566.6,0.3124,0.8184,0.7537,0.4619,0.7450,0.2548,0.3195,0.6693
0.442443,0.149884,transitional,-0.0186,0.5395,0.5209,0.250,5.60077e+08,4.92363e+06,101240,1.09825e+09,5.43194e+08,4.34555e+08,1.08639e+08,10214.5,4.20163e+08,10315.4,26.0438,28560.4,1.39915e+08,6331.17,23.9563,26271.2,0.5957,0.9958,0.1661,0.4002,0.4865,0.0101,0.9318,0.6551
0.561443,0.149884,race_to_bottom,-0.5014,0.7751,0.2738,0.250,3.77735e+08,5.30559e+06,84982.8,1.14069e+09,7.68344e+08,6.14675e+08,1.53669e+08,6889,2.05731e+08,9568.67,13.675,14996.5,1.72004e+08,5127.74,36.325,39835.2,0.8641,0.9744,0.2939,0.9681,0.1880,0.0620,0.8046,0.0405
0.71245,0.149884,race_to_bottom,-0.4993,0.7688,0.2695,0.000,3.44764e+08,5.28961e+06,103671,1.13884e+09,7.99468e+08,6.39575e+08,1.59894e+08,6287.68,1.52661e+08,8966.63,13.4875,14790.8,1.92103e+08,5198.27,36.5125,40040.8,0.8223,0.9405,0.4478,0.8647,0.2329,0.0680,0.6184,0.1587
0.904071,0.149884,race_to_bottom,-0.3100,0.6732,0.3632,0.250,4.41674e+08,5.16176e+06,78286.4,1.12443e+09,6.87991e+08,5.50393e+08,1.37598e+08,8055.1,2.71828e+08,10427.6,18.175,19931.3,1.69847e+08,6008.6,31.825,34900.4,0.2251,0.9885,0.9435,0.5358,0.8164,0.0274,0.0636,0.5454
1.14723,0.149884,race_to_bottom,-0.8368,0.9350,0.0982,0.000,2.40399e+08,5.60975e+06,63877.3,1.17453e+09,9.39802e+08,7.51842e+08,1.8796e+08,4384.32,3.53335e+07,5335.5,4.925,5400.92,2.05066e+08,4172.02,45.075,49430.7,0.8908,0.9979,0.9311,0.9204,0.1800,0.0026,0.0697,0.1407
1.45579,0.149884,race_to_bottom,-0.7960,0.9123,0.1164,0.000,2.49748e+08,5.57746e+06,70034.9,1.17093e+09,9.26825e+08,7.4146e+08,1.85365e+08,4554.81,4.40278e+07,6999.61,5.80625,6367.33,2.0572e+08,4274.4,44.1937,48464.3,0.9176,0.9900,0.8325,0.9092,0.1053,0.0000,0.1845,0.1758
1.84734,0.149884,race_to_bottom,-0.8832,0.9504,0.0672,0.000,2.3002e+08,5.65724e+06,49131.7,1.17999e+09,9.55681e+08,7.64545e+08,1.91136e+08,4195.02,2.64067e+07,8290.39,3.36875,3694.28,2.03613e+08,4000.75,46.6313,51137.4,0.9520,0.9745,0.9803,0.8947,0.0474,0.0241,0.0200,0.1773
2.3442,0.149884,race_to_bottom,-0.6316,0.8318,0.2002,0.000,2.9053e+08,5.41379e+06,86972,1.15224e+09,8.67214e+08,6.93771e+08,1.73443e+08,5298.59,8.23332e+07,7359.89,10.0375,11007.5,2.08197e+08,4816.5,39.9625,43824.2,0.8419,0.8799,0.7506,0.8548,0.1684,0.1221,0.3410,0.1692
2.9747,0.149884,race_to_bottom,-0.5086,0.7620,0.2534,0.000,3.41703e+08,5.31509e+06,81788.7,1.14165e+09,8.05341e+08,6.44273e+08,1.61068e+08,6231.86,1.42968e+08,9841.77,12.6813,13906.7,1.98735e+08,5185.67,37.3188,40925,0.6414,0.9977,0.8487,0.5604,0.3683,0.0000,0.1305,0.5150
3.77478,0.149884,race_to_bottom,-0.8102,0.9206,0.1104,0.000,2.48978e+08,5.5673e+06,72456.9,1.1698e+09,9.26465e+08,7.41172e+08,1.85293e+08,4540.78,4.61206e+07,7953.19,5.525,6058.9,2.02858e+08,4188.46,44.475,48772.8,0.9117,0.9583,0.8493,0.9633,0.0921,0.0641,0.2054,0.0800
4.79005,0.149884,race_to_bottom,-0.5316,0.7870,0.2554,0.250,3.4947e+08,5.32154e+06,78040.4,1.14237e+09,7.98304e+08,6.38643e+08,1.59661e+08,6373.51,1.68543e+08,5972.6,12.775,14009.5,1.80927e+08,5680.34,37.225,40822.2,0.3221,0.9892,0.9282,0.9084,0.8041,0.0020,0.0820,0.1335
6.07839,0.149884,race_to_bottom,-0.5820,0.8155,0.2335,0.000,3.37617e+08,5.34421e+06,73780,1.14488e+09,8.1268e+08,6.50144e+08,1.62536e+08,6157.34,1.51308e+08,6417.61,11.6875,12816.9,1.86309e+08,5117.44,38.3125,42014.8,0.9128,0.9958,0.3898,0.9635,0.1691,0.0105,0.7020,0.0524
7.71324,0.149884,race_to_bottom,-0.7574,0.8955,0.1381,0.000,2.5655e+08,5.44554e+06,77630.1,1.15612e+09,9.05092e+08,7.24074e+08,1.81018e+08,4678.87,4.98823e+07,5823.95,6.9125,7580.48,2.06668e+08,4429.19,43.0875,47251.2,0.9538,0.9883,0.8560,0.7838,0.0485,0.0650,0.2014,0.2375
9.7878,0.149884,race_to_bottom,-0.4825,0.7503,0.2678,0.250,3.83615e+08,5.20683e+06,61062.3,1.12963e+09,7.51288e+08,6.0103e+08,1.50258e+08,6996.22,2.15933e+08,9502.58,13.4,14694.9,1.67681e+08,5846.24,36.6,40136.8,0.9413,0.9449,0.1560,0.9589,0.1084,0.0288,0.8937,0.0405
12.4203,0.149884,race_to_bottom,-0.4365,0.7159,0.2794,0.000,3.61426e+08,5.06348e+06,100523,1.11272e+09,7.56456e+08,6.05165e+08,1.51291e+08,6591.57,1.45832e+08,7108.62,13.9875,15339.2,2.15594e+08,5827.43,36.0125,39492.5,0.3751,0.9567,0.8334,0.6984,0.5345,0.0391,0.1845,0.3595
15.7609,0.149884,transitional,0.2756,0.3154,0.5910,0.250,6.63982e+08,4.48991e+06,91329.1,1.04868e+09,3.89283e+08,3.11426e+08,7.78566e+07,12109.5,4.65405e+08,13475.8,29.5437,32398.7,1.98577e+08,9585.82,20.4563,22433,0.2745,0.5982,0.1558,0.2333,0.6012,0.3380,0.8587,0.5663
20,0.149884,transitional,0.6021,0.1446,0.7467,0.500,8.65243e+08,4.28687e+06,43212.7,1.0258e+09,1.64884e+08,1.31907e+08,3.29768e+07,15780,6.98914e+08,16949,37.3125,40918.1,1.66328e+08,11809.9,12.6875,13913.5,0.0623,0.2538,0.1398,0.1225,0.9236,0.6133,0.8733,0.5766
0.02,0.17153,green_club,0.9413,0.0387,0.9800,1.000,1.01846e+09,4.37816e+06,18870.6,1.03881e+09,2.47472e+07,1.97978e+07,4.94944e+06,18574.3,1.00943e+09,18785.4,49,53735,9.02705e+06,8231.61,1,1096.63,0.0181,0.0739,0.0339,0.0287,0.9800,0.9800,0.9800,0.9800
0.0253792,0.17153,green_club,0.9517,0.0283,0.9800,1.000,1.02365e+09,4.39102e+06,9337.73,1.04038e+09,2.11313e+07,1.6905e+07,4.22626e+06,18668.9,1.01492e+09,18887.4,49,53735,8.72893e+06,7959.75,1,1096.63,0.0378,0.0303,0.0241,0.0209,0.9800,0.9800,0.9800,0.9800
0.0322052,0.17153,green_club,0.9562,0.0238,0.9800,1.000,1.02595e+09,4.38883e+06,8177.61,1.04012e+09,1.85727e+07,1.48581e+07,3.71453e+06,18710.9,1.0157e+09,18901.9,49,53735,1.02527e+07,9349.25,1,1096.63,0.0169,0.0214,0.0343,0.0224,0.9800,0.9800,0.9800,0.9800
0.0408672,0.17153,green_club,0.9407,0.0327,0.9734,1.000,1.01812e+09,4.38977e+06,11771.3,1.04024e+09,2.65136e+07,2.12109e+07,5.30271e+06,18568.2,1.00471e+09,18820.6,48.675,53378.6,1.3418e+07,9361.71,1.325,1453.04,0.0218,0.0252,0.0244,0.0593,0.9800,0.9800,0.9800,0.9536
0.0518589,0.17153,green_club,0.9527,0.0273,0.9800,1.000,1.02551e+09,4.39098e+06,9664.36,1.04043e+09,1.93231e+07,1.54584e+07,3.86461e+06,18702.9,1.01532e+09,18895,49,53735,1.01862e+07,9288.61,1,1096.63,0.0182,0.0286,0.0353,0.0273,0.9800,0.9800,0.9800,0.9800
0.0658069,0.17153,green_club,0.4651,0.2699,0.7350,0.750,8.18237e+08,4.72929e+06,7390.22,1.07767e+09,2.6417e+08,2.11336e+08,5.2834e+07,14922.7,7.59839e+08,18854,36.75,40301.3,5.83975e+07,7434.54,13.25,14530.4,0.0335,0.9958,0.0247,0.0255,0.9800,0.0000,0.9800,0.9800
0.0835064,0.17153,green_club,0.4663,0.2687,0.7350,0.750,8.20218e+08,4.72742e+06,7187.69,1.07746e+09,2.61974e+08,2.09579e+08,5.23948e+07,14958.8,7.604e+08,18867.9,36.75,40301.3,5.98179e+07,8723.13,13.25,14530.4,0.0426,0.9979,0.0212,0.0133,0.9800,0.0000,0.9800,0.9800
0.105966,0.17153,green_club,0.5023,0.2531,0.7554,0.750,8.21421e+08,4.67991e+06,22590.7,1.07193e+09,2.55209e+08,2.04168e+08,5.10419e+07,14980.8,7.62731e+08,15471.2,37.7687,41418.5,5.86899e+07,7073.1,12.2312,13413.2,0.0277,0.9275,0.0343,0.0229,0.9800,0.0815,0.9800,0.9800
0.134467,0.17153,green_club,0.4270,0.2983,0.7253,0.750,7.98801e+08,4.70809e+06,19934.2,1.07489e+09,2.80817e+08,2.24654e+08,5.61635e+07,14568.2,7.36091e+08,18498.9,36.2687,39773.5,6.27102e+07,7323.43,13.7312,15058.1,0.0363,0.9973,0.1237,0.0360,0.9800,0.0000,0.9412,0.9800
0.170634,0.17153,green_club,0.9224,0.0557,0.9781,1.000,1.01173e+09,4.35214e+06,24431.4,1.03555e+09,2.81986e+07,2.25589e+07,5.63972e+06,18451.6,1.00119e+09,18668.2,48.9,53625.4,1.0542e+07,8802.23,1.1,1206.3,0.0387,0.1238,0.0330,0.0272,0.9800,0.9724,0.9800,0.9800
0.216527,0.17153,race_to_bottom,-0.5716,0.8054,0.2339,0.250,3.52981e+08,5.39603e+06,67211.7,1.15096e+09,8.03443e+08,6.42754e+08,1.60689e+08,6437.54,1.74447e+08,8384.88,11.6813,12810,1.78534e+08,5173.29,38.3188,42021.6,0.3079,0.9943,0.9273,0.9923,0.7865,0.0000,0.1089,0.0400
0.274765,0.17153,green_club,0.1238,0.4677,0.5916,0.500,6.29768e+08,4.85913e+06,82586.5,1.09118e+09,4.66359e+08,3.73087e+08,9.32717e+07,11485.5,5.10328e+08,14940.5,29.575,32432.9,1.1944e+08,7515.32,20.425,22398.7,0.2773,0.9986,0.0284,0.5666,0.8414,0.0000,0.9800,0.5449
0.348666,0.17153,race_to_bottom,-0.0194,0.5350,0.5156,0.500,5.86764e+08,4.99892e+06,57468.4,1.10663e+09,5.2492e+08,4.19936e+08,1.04984e+08,10701.2,4.63605e+08,10436.3,25.7437,28231.4,1.2316e+08,7340.25,24.2562,26600.2,0.0826,0.9846,0.9400,0.1327,0.9513,0.0538,0.1353,0.9218
0.442443,0.17153,race_to_bottom,-0.8593,0.9346,0.0754,0.000,2.30051e+08,5.63513e+06,58587.9,1.17768e+09,9.53323e+08,7.62658e+08,1.90665e+08,4195.58,2.539e+07,5919.84,3.78125,4146.64,2.04661e+08,4057.05,46.2188,50685,0.8667,0.9954,0.9722,0.9043,0.1157,0.0290,0.0400,0.1169
0.561443,0.17153,race_to_bottom,-0.2915,0.6702,0.3787,0.000,4.34903e+08,5.12776e+06,110469,1.12087e+09,6.91209e+08,5.52967e+08,1.38242e+08,7931.61,2.60018e+08,11663.2,18.95,20781.2,1.74885e+08,5916.75,31.05,34050.5,0.8048,0.9998,0.3641,0.5121,0.2461,0.0000,0.7278,0.5408
0.71245,0.17153,race_to_bottom,-0.8311,0.9238,0.0928,0.000,2.4379e+08,5.60972e+06,56407,1.17467e+09,9.36549e+08,7.49239e+08,1.8731e+08,4446.15,3.97258e+07,6735.96,4.63125,5078.78,2.04064e+08,4131.43,45.3687,49752.9,0.9319,0.9888,0.8033,0.9713,0.0625,0.0414,0.2153,0.0519
0.904071,0.17153,race_to_bottom,-0.7711,0.8926,0.1215,0.000,2.65595e+08,5.57222e+06,50076.7,1.17061e+09,9.10636e+08,7.28509e+08,1.82127e+08,4843.82,6.19418e+07,8539.82,6.0875,6675.75,2.03653e+08,4368.98,43.9125,48155.9,0.9570,0.9989,0.9637,0.6509,0.0711,0.0000,0.0400,0.3751
1.14723,0.17153,race_to_bottom,-0.8293,0.9400,0.1106,0.000,2.3871e+08,5.59807e+06,77924.7,1.17295e+09,9.39912e+08,7.51929e+08,1.87982e+08,4353.51,3.21062e+07,4672.75,5.5375,6072.61,2.06604e+08,4241.91,44.4625,48759.1,0.9570,0.9709,0.8996,0.9324,0.0850,0.0905,0.1581,0.1090
1.45579,0.17153,race_to_bottom,-0.4588,0.7519,0.2932,0.250,3.79113e+08,5.25092e+06,95453.9,1.13415e+09,7.60386e+08,6.08308e+08,1.52077e+08,6914.13,2.02359e+08,9647.57,14.6813,16099.9,1.76754e+08,5495.12,35.3187,38731.7,0.9628,0.8965,0.3013,0.8471,0.0792,0.1284,0.7893,0.1758
1.84734,0.17153,race_to_bottom,-0.6631,0.8592,0.1961,0.000,2.85804e+08,5.43053e+06,105394,1.15424e+09,8.73974e+08,6.99179e+08,1.74795e+08,5212.39,8.23885e+07,7109.35,9.81875,10767.6,2.03415e+08,4673.26,40.1812,44064.1,0.7364,0.9671,0.9036,0.8298,0.3021,0.0699,0.1372,0.2752
2.3442,0.17153,race_to_bottom,-0.6567,0.8619,0.2052,0.000,2.92077e+08,5.42034e+06,101020,1.15284e+09,8.66283e+08,6.93027e+08,1.73257e+08,5326.79,9.00803e+07,7850.56,10.2313,11219.9,2.01996e+08,4721.38,39.7688,43611.7,0.8980,0.9702,0.7615,0.8180,0.1715,0.0433,0.3340,0.2721
2.9747,0.17153,race_to_bottom,-0.4710,0.7556,0.2846,0.250,4.02543e+08,5.32071e+06,52847.3,1.14222e+09,7.45053e+08,5.96042e+08,1.49011e+08,7341.43,2.36424e+08,8427.68,14.225,15599.6,1.66119e+08,5621.33,35.775,39232.1,0.9659,0.9660,0.1390,0.9514,0.0514,0.0650,0.9165,0.1055
3.77478,0.17153,race_to_bottom,-0.7249,0.8717,0.1468,0.000,2.75203e+08,5.50516e+06,69953,1.16308e+09,8.93451e+08,7.14761e+08,1.7869e+08,5019.05,7.32453e+07,9213.45,7.36875,8080.82,2.01957e+08,4425.97,42.6312,46750.8,0.8143,0.9992,0.9682,0.7052,0.2279,0.0000,0.0442,0.3153
4.79005,0.17153,race_to_bottom,-0.7854,0.9106,0.1252,0.000,2.48311e+08,5.54726e+06,72384.3,1.16761e+09,9.24923e+08,7.39938e+08,1.84985e+08,4528.6,4.17378e+07,6252,6.2625,6867.67,2.06573e+08,4410.47,43.7375,47964,0.9006,0.9987,0.7840,0.9590,0.1322,0.0000,0.3082,0.0604
